Plan,Building,Tier,Category,Production Time,Resource Type,Resource,Resource Quantity,Resource Dependency
Mountains,Rail Factory**,10,Train,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
Mountains,Rail Factory**,10,Train,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
Mountains,Rail Factory**,10,Train,N/A,Maintenance Resource,Watch**,2,Watch Factory**
Mountains,Steam Engine Factory**,9,Steam Engine,45,Output Resource,Steam Engine**,1,N/A
Mountains,Sleeper Factory**,10,Train,N/A,Build Resource,Stone**,11,Quarry**
Mountains,Sleeper Factory**,10,Train,N/A,Build Resource,Oak Plank**,10,Sawmill**
Mountains,Sleeper Factory**,10,Train,N/A,Build Resource,Nails**,8,Fastener Factory**
Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Steak,100,Steakhouse
Mountains,Sleeper Factory**,10,Train,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
Mountains,Sleeper Factory**,10,Train,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
Mountains,Sleeper Factory**,10,Train,N/A,Maintenance Resource,Watch**,2,Watch Factory**
Islands,Port,0,Port,0,Output Resource,Steam Engine*,1,N/A
Mountains,Dynamite Factory**,10,Train,N/A,Build Resource,Stone**,9,Quarry**
Mountains,Dynamite Factory**,10,Train,N/A,Build Resource,Oak Plank**,8,Sawmill**
Mountains,Dynamite Factory**,10,Train,N/A,Build Resource,Nails**,6,Fastener Factory**
Mountains,Gold Mission,0,Port,N/A,Input Resource,Steak**,1,Steakhouse**
Mountains,Depot**,10,Train,N/A,Input Resource,Steam Engine**,1,Steam Engine Factory**
Mountains,Dynamite Factory**,10,Train,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
Mountains,Dynamite Factory**,10,Train,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
Mountains,Dynamite Factory**,10,Train,N/A,Maintenance Resource,Watch**,2,Watch Factory**
Master,Copper Mission,0,Port,0,Output Resource,Steam Engine,1,N/A
Mountains,Depot**,10,Train,N/A,Build Resource,Stone**,22,Quarry**
Mountains,Depot**,10,Train,N/A,Build Resource,Oak Plank**,20,Sawmill**
Mountains,Depot**,10,Train,N/A,Build Resource,Nails**,18,Fastener Factory**
Master,Port,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
Master,Brick Mission,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
Master,Steel Mission,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
Master,Limestone Mission,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
Mountains,Depot**,10,Train,N/A,Maintenance Resource,Bean Pie**,3,Bakery***
Mountains,Depot**,10,Train,N/A,Maintenance Resource,Whiskey**,3,Whiskey Distillery**
Mountains,Depot**,10,Train,N/A,Maintenance Resource,Watch**,3,Watch Factory**
Master,Furnace,2,Steel Beams,30,Output Resource,Steel,2,N/A
Mountains,Salt Works**,10,Lemonade,N/A,Build Resource,Stone**,7,Quarry**
Mountains,Salt Works**,10,Lemonade,N/A,Build Resource,Oak Plank**,6,Sawmill**
Islands,Death Island,0,Port,N/A,Input Resource,Steam Engine*,1,Steam Engine Factory*
Mountains,Salt Works**,10,Lemonade,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
Mountains,Salt Works**,10,Lemonade,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
Mountains,Salt Works**,10,Lemonade,N/A,Maintenance Resource,Watch**,1,Watch Factory**
Mountains,Furnace**,7,Steel Beams,30,Output Resource,Steel**,2,N/A
Mountains,Carrot Farm**,11,Soup,N/A,Build Resource,Stone**,11,Quarry**
Mountains,Carrot Farm**,11,Soup,N/A,Build Resource,Oak Plank**,10,Sawmill**
Mountains,Carrot Farm**,11,Soup,N/A,Build Resource,Nails**,8,Fastener Factory**
Islands,Oil Island,0,Port,N/A,Input Resource,Steam Engine*,1,Steam Engine Factory*
Mountains,Carrot Farm**,11,Soup,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
Mountains,Carrot Farm**,11,Soup,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
Mountains,Carrot Farm**,11,Soup,N/A,Maintenance Resource,Watch**,1,Watch Factory**
Master,Steel Mission,0,Port,0,Output Resource,Steel,1,N/A
Mountains,Soup Kitchen**,11,Soup,N/A,Build Resource,Stone**,13,Quarry**
Mountains,Soup Kitchen**,11,Soup,N/A,Build Resource,Oak Plank**,12,Sawmill**
Mountains,Soup Kitchen**,11,Soup,N/A,Build Resource,Nails**,10,Fastener Factory**
Mountains,Gold Mission,0,Port,N/A,Input Resource,Steam Engine**,1,Steam Engine Factory**
Master,Steelworks,2,Steel Beams,N/A,Input Resource,Steel,3,Furnace
Master,Can Factory,3,Milk Can,N/A,Input Resource,Steel,1,Furnace
Mountains,Soup Kitchen**,11,Soup,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
Mountains,Soup Kitchen**,11,Soup,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
Mountains,Soup Kitchen**,11,Soup,N/A,Maintenance Resource,Watch**,2,Watch Factory**
Master,Steelworks,2,Steel Beams,45,Output Resource,Steel Beams,2,N/A
Mountains,Crockery Factory**,11,Carrot Juice,N/A,Build Resource,Stone**,13,Quarry**
Mountains,Crockery Factory**,11,Carrot Juice,N/A,Build Resource,Oak Plank**,12,Sawmill**
Mountains,Crockery Factory**,11,Carrot Juice,N/A,Build Resource,Nails**,10,Fastener Factory**
Master,Concrete Factory,5,Concrete,N/A,Input Resource,Steel,1,Furnace
Mountains,Crockery Factory**,11,Carrot Juice,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
Mountains,Crockery Factory**,11,Carrot Juice,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
Mountains,Crockery Factory**,11,Carrot Juice,N/A,Maintenance Resource,Watch**,1,Watch Factory**
Master,Steel Mission,0,Port,0,Output Resource,Steel Beams,1,N/A
Mountains,Carrot Juice Kitchen**,11,Carrot Juice,N/A,Build Resource,Stone**,26,Quarry**
Mountains,Carrot Juice Kitchen**,11,Carrot Juice,N/A,Build Resource,Oak Plank**,24,Sawmill**
Mountains,Carrot Juice Kitchen**,11,Carrot Juice,N/A,Build Resource,Nails**,22,Fastener Factory**
Mountains,Fastener Factory**,7,"Nails, Hoop",N/A,Input Resource,Steel**,1,Furnace**
Mountains,Can Factory**,8,Milk Can,N/A,Input Resource,Steel**,1,Furnace**
Mountains,Carrot Juice Kitchen**,11,Carrot Juice,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
Mountains,Carrot Juice Kitchen**,11,Carrot Juice,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
Mountains,Carrot Juice Kitchen**,11,Carrot Juice,N/A,Maintenance Resource,Watch**,2,Watch Factory**
Master,Quarry,0,Stone,75,Output Resource,Stone,1,N/A
Mountains,Tobacco Plantation**,11,Cigars,N/A,Build Resource,Stone**,11,Quarry**
Mountains,Tobacco Plantation**,11,Cigars,N/A,Build Resource,Oak Plank**,10,Sawmill**
Mountains,Tobacco Plantation**,11,Cigars,N/A,Build Resource,Nails**,8,Fastener Factory**
Mountains,Revolver Factory**,9,Revolver,N/A,Input Resource,Steel**,1,Furnace**
Mountains,Tobacco Plantation**,11,Cigars,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
Mountains,Tobacco Plantation**,11,Cigars,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
Mountains,Tobacco Plantation**,11,Cigars,N/A,Maintenance Resource,Watch**,1,Watch Factory**
Islands,Quarry*,5,Stone,75,Output Resource,Stone*,1,N/A
Mountains,Marquetry Workshop**,11,Cigars,N/A,Build Resource,Stone**,13,Quarry**
Mountains,Marquetry Workshop**,11,Cigars,N/A,Build Resource,Oak Plank**,12,Sawmill**
Mountains,Marquetry Workshop**,11,Cigars,N/A,Build Resource,Nails**,10,Fastener Factory**
Mountains,Rail Factory**,10,Train,N/A,Input Resource,Steel**,1,Furnace**
Mountains,Marquetry Workshop**,11,Cigars,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
Mountains,Marquetry Workshop**,11,Cigars,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
Mountains,Marquetry Workshop**,11,Cigars,N/A,Maintenance Resource,Watch**,1,Watch Factory**
Mountains,Quarry**,6,Stone,75,Output Resource,Stone**,1,N/A
Mountains,Cigar Factory**,11,Cigars,N/A,Build Resource,Stone**,26,Quarry**
Mountains,Cigar Factory**,11,Cigars,N/A,Build Resource,Oak Plank**,24,Sawmill**
Mountains,Cigar Factory**,11,Cigars,N/A,Build Resource,Nails**,22,Fastener Factory**
Master,Anchor Workshop,4,Anchor,N/A,Input Resource,Steel Beams,1,Steelworks
Mountains,Quarry**,6,Stone,N/A,Input Resource,Stone**,1,Quarry**
Mountains,Cigar Factory**,11,Cigars,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
Mountains,Cigar Factory**,11,Cigars,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
Mountains,Cigar Factory**,11,Cigars,N/A,Maintenance Resource,Watch**,2,Watch Factory**
Master,Stuffing Workshop,6,Meat Pie,30,Output Resource,Stuffing,1,N/A
Mountains,Filament Factory**,11,Light Bulb,N/A,Build Resource,Stone**,13,Quarry**
Mountains,Filament Factory**,11,Light Bulb,N/A,Build Resource,Oak Plank**,12,Sawmill**
Mountains,Filament Factory**,11,Light Bulb,N/A,Build Resource,Nails**,10,Fastener Factory**
Master,Brick Mission,0,Port,N/A,Input Resource,Stone,1,Quarry
Mountains,Filament Factory**,11,Light Bulb,N/A,Maintenance Resource,Soup**,2,Soup Kitchen**
Mountains,Filament Factory**,11,Light Bulb,N/A,Maintenance Resource,Carrot Juice**,2,Carrot Juice Kitchen**
Mountains,Filament Factory**,11,Light Bulb,N/A,Maintenance Resource,Cigar**,2,Cigar Factory**
Master,Sugar Refinery,7,Chocolate,30,Output Resource,Sugar,1,N/A
Mountains,Light Bulb Factory**,11,Light Bulb,N/A,Build Resource,Stone**,26,Quarry**
Mountains,Light Bulb Factory**,11,Light Bulb,N/A,Build Resource,Oak Plank**,24,Sawmill**
Mountains,Light Bulb Factory**,11,Light Bulb,N/A,Build Resource,Nails**,22,Fastener Factory**
Master,Meat Pie Bakery,6,Meat Pie,N/A,Input Resource,Stuffing,1,Stuffing Workshop
Master,Chocolate Factory,7,Chocolate,N/A,Input Resource,Sugar,1,Sugar Refinery
Mountains,Light Bulb Factory**,11,Light Bulb,N/A,Maintenance Resource,Soup**,3,Soup Kitchen**
Mountains,Light Bulb Factory**,11,Light Bulb,N/A,Maintenance Resource,Carrot Juice**,3,Carrot Juice Kitchen**
Mountains,Light Bulb Factory**,11,Light Bulb,N/A,Maintenance Resource,Cigar**,3,Cigar Factory**
Islands,Sugar Refinery*,7,Chocolate,30,Output Resource,Sugar*,1,N/A
Mountains,Bank**,12,Bank,N/A,Build Resource,Stone**,65,Quarry**
Mountains,Bank**,12,Bank,N/A,Build Resource,Oak Plank**,70,Sawmill**
Mountains,Bank**,12,Bank,N/A,Build Resource,Nails**,50,Fastener Factory**
Mountains,Bank**,12,Bank,N/A,Build Resource,Light Bulb**,35,Light Bulb Factory**
Islands,Lemonade Factory*,7,Lemonade,N/A,Input Resource,Sugar*,1,Sugar Refinery*
Mountains,Bank**,12,Bank,N/A,Maintenance Resource,None,0,None
Master,Sugar Cane Plantation,2,Moonshine,31,Output Resource,Sugar Cane,2,N/A
Islands,Sugar Cane Plantation*,6,Moonshine,31,Output Resource,Sugar Cane*,2,N/A
Master,Tailor's Shop,5,Suits,45,Output Resource,Suits,2,N/A
Mountains,Sulfur Mine**,9,Sulfur,42,Output Resource,Sulfer**,2,N/A
Mountains,Butchery**,9,Sausages,45,Output Resource,Tallow**,3,N/A
Master,Tannery,3,Vest,30,Output Resource,Tanned Leather,1,N/A
Islands,Bamboo Factory*,5,Timber,30,Output Resource,Timber*,4,N/A
Master,Moonshine Factory,2,Moonshine,N/A,Input Resource,Sugar Cane,1,Sugar Cane Plantation
Master,Rum Distillery,5,Rum,N/A,Input Resource,Sugar Cane,1,Sugar Cane Plantation
Islands,Rum Distillery*,6,Rum,N/A,Input Resource,Sugar Cane*,1,Sugar Cane Plantation*
Master,Sugar Refinery,7,Chocolate,N/A,Input Resource,Sugar Cane,1,Sugar Cane Plantation
Islands,Sugar Refinery*,7,Chocolate,N/A,Input Resource,Sugar Cane*,1,Sugar Cane Plantation*
Mountains,Dynamite Factory**,10,Train,N/A,Input Resource,Tallow**,1,Butchery**
Master,Leather Workshop,3,Vest,N/A,Input Resource,Tanned Leather,1,Tannery
Master,Boot Factory,4,Boots,N/A,Input Resource,Tanned Leather,1,Tannery
Mountains,Tobacco Plantation**,11,Cigars,45,Output Resource,Tobacco**,1,N/A
Islands,Tortilla Kitchen*,7,Tortilla,45,Output Resource,Tortilla*,2,N/A
Islands,Shipyard*,6,Boat,N/A,Input Resource,Timber*,12,Bamboo Factory*
Mountains,Cigar Factory**,11,Cigars,N/A,Input Resource,Tobacco**,1,Tobacco Plantation**
Master,Sawmill,0,Plank,N/A,Input Resource,Tree,1,Lumber Camp
Mountains,Depot**,10,Train,45,Output Resource,Train**,1,N/A
Master,Charcoal Kiln,2,Steel Beams,N/A,Input Resource,Tree,2,Lumber Camp
Master,Window Makers,3,Windows,N/A,Input Resource,Tree,2,Lumber Camp
Master,Bakery,1,Bread,N/A,Input Resource,Water,1,Well
Master,Brewery,1,Beer,N/A,Input Resource,Water,1,Well
Master,Pig Farm,2,Sausages,N/A,Input Resource,Water,1,Well
Master,Mountains,0,Port,0,Output Resource,Train,1,N/A
Mountains,Gold Mission,0,Port,0,Output Resource,Train**,1,N/A
Master,Lumber Camp,0,Plank,60,Output Resource,Tree,2,N/A
Master,Sand Mine,3,Windows,N/A,Input Resource,Water,1,Well
Master,Cement Factory,5,Concrete,N/A,Input Resource,Water,1,Well
Master,Leather Workshop,3,Vest,45,Output Resource,Vest,2,N/A
Islands,Salt Works*,7,Lemonade,N/A,Input Resource,Water*,1,Well*
Islands,Lemonade Factory*,7,Lemonade,N/A,Input Resource,Water*,1,Well*
Islands,Sand Mine*,7,Windows,N/A,Input Resource,Water*,1,Well*
Islands,Lime Plaster Factory*,7,Lime Plaster,N/A,Input Resource,Water*,1,Well*
Mountains,Fishery**,6,Fish,N/A,Input Resource,Water**,1,Well**
Mountains,Well**,6,Water,N/A,Input Resource,Water**,1,Well**
Mountains,Bakery**,7,Bread,N/A,Input Resource,Water**,1,Well**
Mountains,Watch Factory**,10,Watch,45,Output Resource,Watch**,2,N/A
Master,Well,0,Water,15,Output Resource,Water,1,N/A
Islands,Well*,5,Water,15,Output Resource,Water*,1,N/A
Mountains,Well**,6,Water,15,Output Resource,Water**,1,N/A
Mountains,Whiskey Distillery**,10,Whiskey,45,Output Resource,Whiskey**,2,N/A
Mountains,Horse Farm**,7,Horse,N/A,Input Resource,Water**,2,Well**
Mountains,Sluicing Camp**,8,Coin,N/A,Input Resource,Water**,1,Well**
Mountains,Boiler Factory**,8,Steam Engine,N/A,Input Resource,Water**,3,Well**
Master,World Exhibition,8,World Exhibition,0,Output Resource,Win,1,N/A
Mountains,Pig Farm**,9,Sausages,N/A,Input Resource,Water**,1,Well**
Mountains,Sand Mine**,10,Windows,N/A,Input Resource,Water**,1,Well**
Mountains,Salt Works**,10,Lemonade,N/A,Input Resource,Water**,1,Well**
Mountains,Soup Kitchen**,11,Soup,N/A,Input Resource,Water**,1,Well**
Mountains,Bank**,12,Bank,0,Output Resource,Win**,1,N/A
Master,Window Makers,3,Windows,45,Output Resource,Windows,2,N/A
Islands,Death Island,0,Port,N/A,Input Resource,Water*,1,Well*
Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Wine,100,Winery
Master,Sewing Workshop,1,Clothes,N/A,Input Resource,Wool,1,Sheep Farm
Master,Felt Workshop,2,Overalls,N/A,Input Resource,Wool,1,Sheep Farm
Islands,Sewing Workshop*,7,Clothes,N/A,Input Resource,Wool*,1,Sheep Farm*
Islands,Felt Workshop*,8,Overalls,N/A,Input Resource,Wool*,1,Sheep Farm*
Master,Winery,4,Wine,45,Output Resource,Wine,2,N/A
Master,Sheep Farm,1,Clothes,31,Output Resource,Wool,2,N/A
Islands,Sheep Farm*,7,Clothes,31,Output Resource,Wool*,2,N/A
