buid,Plan,Building,Tier,Category,Production Time,Resource Type,Resource,Resource Quantity,Resource Dependency
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Build Resource,Nails**,6,Fastener Factory**
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Maintenance Resource,Coin**,1,Mint**
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,31,Output Resource,Bean**,2,N/A
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Input Resource,None,1,None
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Build Resource,Stone**,9,Quarry**
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Build Resource,Nails**,6,Fastener Factory**
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Maintenance Resource,Sausages**,1,Butchery**
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Maintenance Resource,Schnapps**,1,Schnapps Distillery**
3-10-BP-BFM,Mountains,Bean Farm (Mountains),10,Bean Pie,N/A,Maintenance Resource,Revolver**,1,Revolver Factory**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,30,Output Resource,Boiler**,1,N/A
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Input Resource,Copper**,1,Brass Smeltery**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Build Resource,Stone**,7,Quarry**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Maintenance Resource,Coin**,1,Mint**
3-06-SE-BFM,Mountains,Boiler Factory (Mountains),8,Steam Engine,N/A,Input Resource,Water**,3,Well**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Input Resource,Coal**,1,Coal Mine**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Input Resource,Copper Ore**,1,Copper Mine**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,30,Output Resource,Copper**,3,N/A
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Build Resource,Stone**,7,Quarry**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-06-G-BSM,Mountains,Brass Smeltery (Mountains),8,Glasses,N/A,Maintenance Resource,Coin**,1,Mint**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Build Resource,Stone**,9,Quarry**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Build Resource,Nails**,6,Fastener Factory**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Maintenance Resource,Steak**,2,Steakhouse**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Maintenance Resource,Milk Can**,2,Milk Farm**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Maintenance Resource,Coin**,2,Mint**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,N/A,Input Resource,Pig**,1,Pig Farm**
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,45,Output Resource,Sausages**,3,N/A
3-02-S-BM,Mountains,Butchery (Mountains),9,Sausages,45,Output Resource,Tallow**,3,N/A
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,N/A,Input Resource,Cranberry**,1,Cranberry Plantation**
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,45,Output Resource,Fruit Punch**,3,N/A
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,N/A,Build Resource,Stone**,6,Quarry**
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,N/A,Maintenance Resource,Fish**,2,Fishery**
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,N/A,Maintenance Resource,Water**,2,Well**
3-07-FP-CM,Mountains,Cafeteria (Mountains),7,Fruit Punch,N/A,Input Resource,Raspberry**,1,Raspberry Plantation**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,30,Output Resource,Can**,2,N/A
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Input Resource,Coal**,1,Coal Mine**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Build Resource,Stone**,7,Quarry**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Maintenance Resource,Bread**,2,Bakery**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Maintenance Resource,Fruit Punch**,2,Cafeteria**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Maintenance Resource,Horse**,2,Stable**
3-03-MC-CFM,Mountains,Can Factory (Mountains),8,Milk Can,N/A,Input Resource,Steel**,1,Furnace**
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,31,Output Resource,Carrot**,2,N/A
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Input Resource,None,1,None
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Build Resource,Stone**,11,Quarry**
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Build Resource,Oak Plank**,10,Sawmill**
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Build Resource,Nails**,8,Fastener Factory**
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
3-11-S-CFM,Mountains,Carrot Farm (Mountains),11,Soup,N/A,Maintenance Resource,Watch**,1,Watch Factory**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Input Resource,Carrot**,1,Carrot Farm**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,45,Output Resource,Carrot Juice**,2,N/A
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Input Resource,Glass Cup**,1,Crockery Factory**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Build Resource,Stone**,26,Quarry**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Build Resource,Oak Plank**,24,Sawmill**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Build Resource,Nails**,22,Fastener Factory**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
3-11-CJ-CJKM,Mountains,Carrot Juice Kitchen (Mountains),11,Carrot Juice,N/A,Maintenance Resource,Watch**,2,Watch Factory**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Input Resource,Barley**,2,Barley Farm**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,30,Output Resource,Chain**,1,N/A
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Input Resource,Copper**,1,Brass Smeltery**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Build Resource,Stone**,7,Quarry**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Sausages**,1,Butchery**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Schnapps**,1,Schnapps Distillery**
3-09-SE-CFM,Mountains,Chain Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Revolver**,1,Revolver Factory**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Input Resource,Casket**,2,Marquetry Workshop**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,45,Output Resource,Cigar**,2,N/A
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Build Resource,Stone**,26,Quarry**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Build Resource,Oak Plank**,24,Sawmill**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Build Resource,Nails**,22,Fastener Factory**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Maintenance Resource,Watch**,2,Watch Factory**
3-11-C-CFM,Mountains,Cigar Factory (Mountains),11,Cigars,N/A,Input Resource,Tobacco**,1,Tobacco Plantation**
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,60,Output Resource,Coal**,1,N/A
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,N/A,Build Resource,Stone**,3,Quarry**
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,N/A,Maintenance Resource,Bread**,1,Bakery**
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,N/A,Maintenance Resource,Fruit Punch**,1,Cafeteria**
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,N/A,Maintenance Resource,Horse**,1,Stable**
3-02-SB-CMM,Mountains,Coal Mine (Mountains),7,Steel Beams,N/A,Input Resource,None,1,None
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,60,Output Resource,Copper Ore**,1,N/A
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,N/A,Input Resource,None,1,None
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,N/A,Build Resource,Stone**,5,Quarry**
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-06-G-CMM,Mountains,Copper Mine (Mountains),8,Glasses,N/A,Maintenance Resource,Coin**,1,Mint**
3-07-FP-CPM,Mountains,Cranberry Plantation (Mountains),7,Fruit Punch,31,Output Resource,Cranberry**,2,N/A
3-07-FP-CPM,Mountains,Cranberry Plantation (Mountains),7,Fruit Punch,N/A,Build Resource,Stone**,3,Quarry**
3-07-FP-CPM,Mountains,Cranberry Plantation (Mountains),7,Fruit Punch,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-07-FP-CPM,Mountains,Cranberry Plantation (Mountains),7,Fruit Punch,N/A,Maintenance Resource,Fish**,1,Fishery**
3-07-FP-CPM,Mountains,Cranberry Plantation (Mountains),7,Fruit Punch,N/A,Maintenance Resource,Water**,1,Well**
3-07-FP-CPM,Mountains,Cranberry Plantation (Mountains),7,Fruit Punch,N/A,Input Resource,None,1,None
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Input Resource,Glass**,1,Glassmakers**
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,21,Output Resource,Glass Cup**,1,N/A
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Build Resource,Stone**,13,Quarry**
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Build Resource,Nails**,10,Fastener Factory**
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
3-11-CJ-CFM,Mountains,Crockery Factory (Mountains),11,Carrot Juice,N/A,Maintenance Resource,Watch**,1,Watch Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Input Resource,Dynamite**,1,Dynamite Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Input Resource,Rails**,1,Rail Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Input Resource,Sleepers**,1,Sleeper Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Input Resource,Steam Engine**,1,Steam Engine Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Build Resource,Stone**,22,Quarry**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Build Resource,Oak Plank**,20,Sawmill**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Build Resource,Nails**,18,Fastener Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Maintenance Resource,Bean Pie**,3,Bakery***
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Maintenance Resource,Whiskey**,3,Whiskey Distillery**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,N/A,Maintenance Resource,Watch**,3,Watch Factory**
3-10-T-DM,Mountains,Depot (Mountains),10,Train,45,Output Resource,Train**,1,N/A
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,45,Output Resource,Dynamite**,2,N/A
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Input Resource,Salt**,2,Salt Works**
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Build Resource,Stone**,9,Quarry**
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Build Resource,Nails**,6,Fastener Factory**
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Maintenance Resource,Watch**,2,Watch Factory**
3-10-T-DFM,Mountains,Dynamite Factory (Mountains),10,Train,N/A,Input Resource,Tallow**,1,Butchery**
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",45,Output Resource,Hoop**,1,N/A
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",45,Output Resource,Nails**,3,N/A
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",N/A,Build Resource,Stone**,12,Quarry**
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",N/A,Build Resource,Oak Plank**,8,Sawmill**
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",N/A,Maintenance Resource,Bread**,2,Bakery**
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",N/A,Maintenance Resource,Fruit Punch**,2,Cafeteria**
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",N/A,Maintenance Resource,Horse**,2,Stable**
3-07-NH-FFM,Mountains,Fastener Factory (Mountains),7,"Nails, Hoop",N/A,Input Resource,Steel**,1,Furnace**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Input Resource,Coal**,1,Coal Mine**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,30,Output Resource,Filament**,1,N/A
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Build Resource,Stone**,13,Quarry**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Build Resource,Nails**,10,Fastener Factory**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Maintenance Resource,Soup**,2,Soup Kitchen**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Maintenance Resource,Carrot Juice**,2,Carrot Juice Kitchen**
3-11-LB-FFM,Mountains,Filament Factory (Mountains),11,Light Bulb,N/A,Maintenance Resource,Cigar**,2,Cigar Factory**
3-00-F-FM,Mountains,Fishery (Mountains),6,Fish,30,Output Resource,Fish**,1,N/A
3-00-F-FM,Mountains,Fishery (Mountains),6,Fish,N/A,Build Resource,Oak Plank**,1,Sawmill**
3-00-F-FM,Mountains,Fishery (Mountains),6,Fish,N/A,Maintenance Resource,None,0,None
3-00-F-FM,Mountains,Fishery (Mountains),6,Fish,N/A,Input Resource,Water**,1,Well**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Input Resource,Coal**,1,Coal Mine**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Input Resource,Iron**,1,Iron Mine**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Build Resource,Stone**,6,Quarry**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Maintenance Resource,Bread**,1,Bakery**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Maintenance Resource,Fruit Punch**,1,Cafeteria**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,N/A,Maintenance Resource,Horse**,1,Stable**
3-02-SB-FM,Mountains,Furnace (Mountains),7,Steel Beams,30,Output Resource,Steel**,2,N/A
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Input Resource,Coal**,1,Coal Mine**
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Input Resource,Gold Ore**,1,Sluicing Camp**
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,30,Output Resource,Gold**,1,N/A
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Build Resource,Stone**,7,Quarry**
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Build Resource,Oak Plank**,6,Sawmill**
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Maintenance Resource,Bread**,1,Bakery**
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Maintenance Resource,Fruit Punch**,1,Cafeteria**
1-02-O-FFM,Mountains,Furnace  (Other),8,Steel Beams,N/A,Maintenance Resource,Horse**,1,Stable**
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,N/A,Input Resource,Copper**,1,Brass Smeltery**
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,30,Output Resource,Gear**,1,N/A
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,N/A,Build Resource,Stone**,7,Quarry**
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Sausages**,1,Butchery**
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Schnapps**,1,Schnapps Distillery**
3-09-SE-GFM,Mountains,Gear Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Revolver**,1,Revolver Factory**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,30,Output Resource,Glass**,1,N/A
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Input Resource,Sand**,1,Sand Mine**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Build Resource,Stone**,11,Quarry**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Build Resource,Oak Plank**,10,Sawmill**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Build Resource,Nails**,8,Fastener Factory**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Maintenance Resource,Sausages**,1,Butchery**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Maintenance Resource,Schnapps**,1,Schnapps Distillery**
3-03-W-GM,Mountains,Glassmakers (Mountains),10,Windows,N/A,Maintenance Resource,Revolver**,1,Revolver Factory**
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,31,Output Resource,Goat**,2,N/A
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,31,Output Resource,Milk**,2,N/A
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,N/A,Build Resource,Stone**,5,Quarry**
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,N/A,Input Resource,None,1,None
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,N/A,Maintenance Resource,Bread**,1,Bakery**
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,N/A,Maintenance Resource,Fruit Punch**,1,Cafeteria**
3-08-S-GFM,Mountains,Goat Farm (Mountains),8,Steak,N/A,Maintenance Resource,Horse**,1,Stable**
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,60,Output Resource,Gold Ore**,1,N/A
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Input Resource,None,1,None
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Build Resource,Stone**,9,Quarry**
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Build Resource,Nails**,6,Fastener Factory**
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Maintenance Resource,Sausages**,1,Butchery**
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Maintenance Resource,Schnapps**,1,Schnapps Distillery**
3-08-C-GMM,Mountains,Gold Mine (Mountains),8,Coin,N/A,Maintenance Resource,Revolver**,1,Revolver Factory**
3-08-C-GMM,Mountains,Gold Mission,0,Port,N/A,Input Resource,Boiler**,1,Boiler Factory**
3-08-C-GMM,Mountains,Gold Mission,0,Port,N/A,Input Resource,Coin**,1,Mint**
3-08-C-GMM,Mountains,Gold Mission,0,Port,0,Output Resource,Gold Ore**,1,N/A
3-08-C-GMM,Mountains,Gold Mission,0,Port,N/A,Input Resource,Milk Can**,1,Milk Farm**
3-08-C-GMM,Mountains,Gold Mission,0,Port,N/A,Input Resource,Nails**,1,Fastener Factory**
3-08-C-GMM,Mountains,Gold Mission,0,Port,N/A,Input Resource,Steak**,1,Steakhouse**
3-08-C-GMM,Mountains,Gold Mission,0,Port,N/A,Input Resource,Steam Engine**,1,Steam Engine Factory**
3-08-C-GMM,Mountains,Gold Mission,0,Port,0,Output Resource,Train**,1,N/A
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,N/A,Input Resource,Barley**,3,Barley Farm**
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,30,Output Resource,Foal**,3,N/A
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,N/A,Build Resource,Stone**,3,Quarry**
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,N/A,Maintenance Resource,Fish**,1,Fishery**
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,N/A,Maintenance Resource,Water**,1,Well**
3-07-H-HFM,Mountains,Horse Farm (Mountains),7,Horse,N/A,Input Resource,Water**,2,Well**
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,60,Output Resource,Iron**,1,N/A
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,N/A,Build Resource,Stone**,3,Quarry**
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,N/A,Maintenance Resource,Bread**,1,Bakery**
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,N/A,Maintenance Resource,Fruit Punch**,1,Cafeteria**
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,N/A,Maintenance Resource,Horse**,1,Stable**
3-02-SB-IMM,Mountains,Iron Mine (Mountains),7,Steel Beams,N/A,Input Resource,None,1,None
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Input Resource,Filaments**,1,Filament Factory**
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Input Resource,Glass**,2,Glassmakers**
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,45,Output Resource,Light Bulb**,2,N/A
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Build Resource,Stone**,26,Quarry**
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Build Resource,Oak Plank**,24,Sawmill**
